val_mcc,learning_rate,weight_decay,stage_type,pooling,mp_layers,layers_pre_mp,layers_post_mp,layer_type,layer_fingerprints,hidden_channels,has_l2norm,has_bn,fingerprint_type,conv_dropout,conv_aggr,act
0.738032341,0.001,0.0005,skipconcat,max,3,5,1,sageconv,1,256,True,False,morgan2,0.3,mean,swish
0.779927433,0.001,0.0005,stack,mean,3,1,1,sageconv,1,256,False,True,morgan2,0,softmax,prelu
0.766112566,0.001,0.0005,skipsum,add,2,2,1,sageconv,1,512,False,True,morgan2,0,softmax,swish
0.789364636,0.001,0.0005,stack,add,3,3,3,sageconv,1,512,False,True,morgan2,0.3,softmax,relu
0.741452038,0.001,0.0005,stack,max,3,2,0,sageconv,1,256,False,False,morgan2,0,softmax,relu
0.793402731,0.001,0.0005,stack,mean,2,4,4,sageconv,1,512,False,True,morgan2,0.6,softmax,relu
0.779619873,0.001,0.0005,skipconcat,mean,3,1,1,sageconv,1,256,True,True,morgan2,0.6,softmax,relu
0.783799112,0.001,0.0005,stack,mean,2,3,4,sageconv,1,512,False,True,morgan2,0.3,softmax,prelu
0.789449513,0.001,0.0005,stack,mean,3,1,3,sageconv,1,256,False,True,morgan2,0,sum,relu
0.677247882,0.001,0.0005,stack,add,3,5,5,sageconv,1,512,False,False,morgan2,0.6,softmax,relu
0.786011219,0.001,0.0005,skipconcat,mean,3,1,2,sageconv,1,256,True,True,morgan2,0,sum,prelu
0.789407611,0.001,0.0005,stack,mean,1,2,4,sageconv,1,512,False,True,morgan2,0.6,softmax,relu
0.810251594,0.001,0.0005,skipsum,mean,3,1,2,sageconv,1,256,False,True,morgan2,0,softmax,relu
0.765711129,0.001,0.0005,stack,max,1,2,3,sageconv,1,512,False,False,morgan2,0.3,softmax,lrelu_01
0.809992194,0.001,0.0005,skipsum,mean,1,3,4,sageconv,1,512,False,True,morgan2,0.6,softmax,lrelu_01
0.789043605,0.001,0.0005,skipsum,mean,3,1,2,sageconv,1,256,True,True,morgan2,0,softmax,lrelu_025
0.772258401,0.001,0.0005,stack,mean,1,4,5,sageconv,1,512,False,True,morgan2,0.6,sum,lrelu_01
0.794987381,0.001,0.0005,skipsum,mean,3,1,2,sageconv,1,256,False,True,morgan2,0,sum,lrelu_01
0.791119039,0.001,0.0005,skipsum,mean,2,3,3,sageconv,1,512,False,True,morgan2,0.6,softmax,relu
0.794469833,0.001,0.0005,skipsum,mean,3,1,2,sageconv,1,256,False,True,morgan2,0,mean,relu
0.772773504,0.001,0.0005,skipsum,mean,1,3,5,sageconv,1,512,False,True,morgan2,0.6,softmax,prelu
0.805772245,0.001,0.0005,skipsum,mean,3,1,3,sageconv,1,256,False,True,morgan2,0.3,softmax,relu
0.787208557,0.001,0.0005,stack,mean,3,3,3,sageconv,1,512,False,True,morgan2,0.6,softmax,lrelu_01
0.797589362,0.001,0.0005,skipsum,mean,3,1,1,sageconv,1,256,False,True,morgan2,0.3,sum,relu
0.783951223,0.001,0.0005,skipsum,add,3,4,1,sageconv,1,256,False,False,morgan2,0.6,mean,relu
0.763228834,0.001,0.0005,skipsum,add,1,3,3,sageconv,1,512,False,True,morgan2,0.3,softmax,lrelu_01
0.795202911,0.001,0.0005,skipconcat,mean,3,1,2,sageconv,1,256,False,True,morgan2,0.3,softmax,lrelu_025
0.780920148,0.001,0.0005,stack,mean,1,3,4,sageconv,1,512,True,True,morgan2,0.6,softmax,lrelu_01
0.784624517,0.001,0.0005,skipsum,mean,3,1,2,sageconv,1,256,False,True,morgan2,0.6,softmax,lrelu_05
0.787208557,0.001,0.0005,stack,add,3,1,2,sageconv,1,512,True,True,morgan2,0.3,softmax,relu
0.769710243,0.001,0.0005,skipsum,mean,3,2,2,sageconv,1,256,True,False,morgan2,0.3,sum,prelu
0.759414852,0.001,0.0005,stack,mean,1,5,5,sageconv,1,256,True,True,morgan2,0,softmax,prelu
0.775315225,0.001,0.0005,skipsum,mean,1,3,4,sageconv,1,512,False,True,morgan2,0.6,max,lrelu_01
0.80614692,0.001,0.0005,skipsum,mean,2,1,2,sageconv,1,256,False,True,morgan2,0.3,softmax,prelu
0.766655803,0.001,0.0005,skipconcat,mean,2,3,4,sageconv,1,512,False,True,morgan2,0.6,softmax,lrelu_01
0.714776456,0.001,0.0005,skipsum,add,3,5,1,sageconv,1,256,False,True,morgan2,0.6,mean,relu
0.748302162,0.001,0.0005,skipconcat,add,2,4,4,sageconv,1,256,True,False,morgan2,0.6,max,lrelu_01
0.733795881,0.001,0.0005,skipconcat,max,2,3,2,sageconv,1,512,False,False,morgan2,0,sum,prelu
0.804530323,0.001,0.0005,skipsum,mean,3,1,2,sageconv,1,256,False,True,morgan2,0.3,softmax,lrelu_01
0.784624517,0.001,0.0005,stack,add,3,1,3,sageconv,1,512,False,True,morgan2,0.6,softmax,prelu
0.755951464,0.001,0.0005,stack,max,1,4,4,sageconv,1,256,True,True,morgan2,0,max,lrelu_01
0.812509239,0.001,0.0005,skipsum,mean,3,1,3,sageconv,1,256,False,True,morgan2,0,softmax,prelu
0.774054646,0.001,0.0005,stack,add,3,1,4,sageconv,1,512,False,True,morgan2,0.3,sum,relu
0.7459203,0.001,0.0005,skipsum,max,3,1,2,sageconv,1,256,False,True,morgan2,0.3,softmax,prelu
0.770772457,0.001,0.0005,stack,add,3,3,2,sageconv,1,512,True,True,morgan2,0.6,softmax,relu
0.82676059,0.001,0.0005,skipsum,mean,2,1,3,sageconv,1,256,False,True,morgan2,0,softmax,lrelu_01
0.762112319,0.001,0.0005,skipsum,mean,1,2,2,sageconv,1,512,False,False,morgan2,0,softmax,relu
0.755450606,0.001,0.0005,skipsum,mean,1,3,4,sageconv,1,512,False,False,morgan2,0.6,softmax,lrelu_01
0.803909421,0.001,0.0005,stack,mean,2,1,3,sageconv,1,256,False,True,morgan2,0,softmax,lrelu_01
0.782044888,0.001,0.0005,stack,mean,1,3,4,sageconv,1,512,False,True,morgan2,0.6,softmax,lrelu_05
0.79879874,0.001,0.0005,skipsum,mean,1,1,2,sageconv,1,256,False,True,morgan2,0,softmax,lrelu_025
0.747290492,0.001,0.0005,stack,max,3,2,2,sageconv,1,512,False,True,morgan2,0.3,softmax,relu
0.802812099,0.001,0.0005,skipsum,mean,2,2,2,sageconv,1,256,False,True,morgan2,0,softmax,lrelu_01
0.794619799,0.001,0.0005,skipsum,add,3,1,3,sageconv,1,512,True,True,morgan2,0.6,softmax,swish
0.797589362,0.001,0.0005,skipsum,mean,1,1,3,sageconv,1,256,False,True,morgan2,0.3,softmax,lrelu_01
0.778630018,0.001,0.0005,skipsum,add,3,1,3,sageconv,1,512,True,False,morgan2,0.3,softmax,relu
0.777112067,0.001,0.0005,skipsum,mean,2,1,3,sageconv,1,256,True,True,morgan2,0,softmax,lrelu_01
